"","x","y","sci.name","mod","climate_proj","ToE"
"4814",-66.625,44.625,"Pandalus borealis","HAD","8-5",2079
"4815",-66.625,44.625,"Pandalus borealis","IPSL","2-6",2055
"4816",-66.625,44.625,"Pandalus borealis","IPSL","8-5",2016
"4817",-66.625,44.625,"Pollachius virens","AWI","2-6",2085
"4818",-66.625,44.625,"Pollachius virens","AWI","8-5",2020
"4819",-66.625,44.625,"Pollachius virens","CNRM","2-6",2085
"4820",-66.625,44.625,"Pollachius virens","CNRM","8-5",2082
"4821",-66.625,44.625,"Pollachius virens","GFDL","8-5",2027
"4822",-66.625,44.625,"Pollachius virens","HAD","2-6",2082
"4823",-66.625,44.625,"Pollachius virens","HAD","8-5",2043
"4824",-66.625,44.625,"Pollachius virens","IPSL","2-6",2089
"4825",-66.625,44.625,"Pollachius virens","IPSL","8-5",2098
"4826",-66.625,44.625,"Sebastes fasciatus","AWI","2-6",2015
"4827",-66.625,44.625,"Sebastes fasciatus","AWI","8-5",2084
"4828",-66.625,44.625,"Sebastes fasciatus","CNRM","2-6",2100
"4829",-66.625,44.625,"Sebastes fasciatus","CNRM","8-5",2022
"4830",-66.625,44.625,"Sebastes fasciatus","GFDL","8-5",2031
"4831",-66.625,44.625,"Sebastes fasciatus","HAD","2-6",2017
"4832",-66.625,44.625,"Sebastes fasciatus","HAD","8-5",2018
"4833",-66.625,44.625,"Sebastes fasciatus","IPSL","2-6",2055
"4834",-66.625,44.625,"Sebastes fasciatus","IPSL","8-5",2055
"4835",-66.625,44.625,"Squalus acanthias","AWI","2-6",2076
"4836",-66.625,44.625,"Squalus acanthias","AWI","8-5",2095
"4837",-66.625,44.625,"Squalus acanthias","CNRM","2-6",2019
"4838",-66.625,44.625,"Squalus acanthias","CNRM","8-5",2022
"4839",-66.625,44.625,"Squalus acanthias","GFDL","8-5",2101
"4840",-66.625,44.625,"Squalus acanthias","HAD","2-6",2056
"4841",-66.625,44.625,"Squalus acanthias","HAD","8-5",2042
"4842",-66.625,44.625,"Squalus acanthias","IPSL","2-6",2025
"4843",-66.625,44.625,"Squalus acanthias","IPSL","8-5",2027
"4844",-66.625,44.625,"Urophycis tenuis","AWI","2-6",2040
"4845",-66.625,44.625,"Urophycis tenuis","AWI","8-5",2057
"4846",-66.625,44.625,"Urophycis tenuis","CNRM","2-6",2022
"4847",-66.625,44.625,"Urophycis tenuis","CNRM","8-5",2050
"4848",-66.625,44.625,"Urophycis tenuis","GFDL","8-5",2068
"4849",-66.625,44.625,"Urophycis tenuis","HAD","2-6",2098
"4850",-66.625,44.625,"Urophycis tenuis","HAD","8-5",2092
"4851",-66.625,44.625,"Urophycis tenuis","IPSL","2-6",2022
"4852",-66.625,44.625,"Urophycis tenuis","IPSL","8-5",2059
"4853",-66.375,41.125,"Brosme brosme","AWI","2-6",2086
"4854",-66.375,41.125,"Brosme brosme","AWI","8-5",2039
"4855",-66.375,41.125,"Brosme brosme","CNRM","2-6",2081
"4856",-66.375,41.125,"Brosme brosme","CNRM","8-5",2058
"4857",-66.375,41.125,"Brosme brosme","GFDL","8-5",2051
"4858",-66.375,41.125,"Brosme brosme","HAD","2-6",2083
"4859",-66.375,41.125,"Brosme brosme","HAD","8-5",2078
"4860",-66.375,41.125,"Brosme brosme","IPSL","2-6",2098
"4861",-66.375,41.125,"Brosme brosme","IPSL","8-5",2035
"4862",-66.375,41.125,"Calanus finmarchicus","AWI","2-6",2016
"4863",-66.375,41.125,"Calanus finmarchicus","AWI","8-5",2061
"4864",-66.375,41.125,"Calanus finmarchicus","CNRM","2-6",2054
"4865",-66.375,41.125,"Calanus finmarchicus","CNRM","8-5",2065
"4866",-66.375,41.125,"Calanus finmarchicus","GFDL","8-5",2027
"4867",-66.375,41.125,"Calanus finmarchicus","HAD","2-6",2041
"4868",-66.375,41.125,"Calanus finmarchicus","HAD","8-5",2066
"4869",-66.375,41.125,"Calanus finmarchicus","IPSL","2-6",2020
"4870",-66.375,41.125,"Calanus finmarchicus","IPSL","8-5",2081
"4871",-66.375,41.125,"Cetorhinus maximus","AWI","2-6",2015
"4872",-66.375,41.125,"Cetorhinus maximus","AWI","8-5",2015
"4873",-66.375,41.125,"Cetorhinus maximus","CNRM","2-6",2042
"4874",-66.375,41.125,"Cetorhinus maximus","CNRM","8-5",2048
"4875",-66.375,41.125,"Cetorhinus maximus","GFDL","8-5",2074
"4876",-66.375,41.125,"Cetorhinus maximus","HAD","2-6",2036
"4877",-66.375,41.125,"Cetorhinus maximus","HAD","8-5",2019
"4878",-66.375,41.125,"Cetorhinus maximus","IPSL","2-6",2101
"4879",-66.375,41.125,"Cetorhinus maximus","IPSL","8-5",2053
"4880",-66.375,41.125,"Glyptocephalus cynoglossus","AWI","2-6",2038
"4881",-66.375,41.125,"Glyptocephalus cynoglossus","AWI","8-5",2083
"4882",-66.375,41.125,"Glyptocephalus cynoglossus","CNRM","2-6",2060
"4883",-66.375,41.125,"Glyptocephalus cynoglossus","CNRM","8-5",2049
"4884",-66.375,41.125,"Glyptocephalus cynoglossus","GFDL","8-5",2016
"4885",-66.375,41.125,"Glyptocephalus cynoglossus","HAD","2-6",2073
"4886",-66.375,41.125,"Glyptocephalus cynoglossus","HAD","8-5",2045
"4887",-66.375,41.125,"Glyptocephalus cynoglossus","IPSL","2-6",2044
"4888",-66.375,41.125,"Glyptocephalus cynoglossus","IPSL","8-5",2073
"4889",-66.375,41.125,"Hippoglossus hippoglossus","AWI","2-6",2025
"4890",-66.375,41.125,"Hippoglossus hippoglossus","AWI","8-5",2016
"4891",-66.375,41.125,"Hippoglossus hippoglossus","CNRM","2-6",2018
"4892",-66.375,41.125,"Hippoglossus hippoglossus","CNRM","8-5",2097
"4893",-66.375,41.125,"Hippoglossus hippoglossus","GFDL","8-5",2099
"4894",-66.375,41.125,"Hippoglossus hippoglossus","HAD","2-6",2089
"4895",-66.375,41.125,"Hippoglossus hippoglossus","HAD","8-5",2085
"4896",-66.375,41.125,"Hippoglossus hippoglossus","IPSL","2-6",2086
"4897",-66.375,41.125,"Hippoglossus hippoglossus","IPSL","8-5",2051
"4898",-66.375,41.625,"Amblyraja radiata","AWI","2-6",2048
"4899",-66.375,41.625,"Amblyraja radiata","AWI","8-5",2054
"4900",-66.375,41.625,"Amblyraja radiata","CNRM","2-6",2037
"4901",-66.375,41.625,"Amblyraja radiata","CNRM","8-5",2015
"4902",-66.375,41.625,"Amblyraja radiata","GFDL","8-5",2017
"4903",-66.375,41.625,"Amblyraja radiata","HAD","2-6",2015
"4904",-66.375,41.625,"Amblyraja radiata","HAD","8-5",2055
"4905",-66.375,41.625,"Amblyraja radiata","IPSL","2-6",2065
"4906",-66.375,41.625,"Amblyraja radiata","IPSL","8-5",2015
"4907",-66.375,41.625,"Anarhichas lupus","AWI","2-6",2019
"4908",-66.375,41.625,"Anarhichas lupus","AWI","8-5",2081
"4909",-66.375,41.625,"Anarhichas lupus","CNRM","2-6",2021
"4910",-66.375,41.625,"Anarhichas lupus","CNRM","8-5",2018
"4911",-66.375,41.625,"Anarhichas lupus","GFDL","8-5",2022
"4912",-66.375,41.625,"Anarhichas lupus","HAD","2-6",2083
"4913",-66.375,41.625,"Anarhichas lupus","HAD","8-5",2085
"4914",-66.375,41.625,"Anarhichas lupus","IPSL","2-6",2083
"4915",-66.375,41.625,"Anarhichas lupus","IPSL","8-5",2028
"4916",-66.375,41.625,"Brosme brosme","AWI","2-6",2075
"4917",-66.375,41.625,"Brosme brosme","AWI","8-5",2016
"4918",-66.375,41.625,"Brosme brosme","CNRM","2-6",2084
"4919",-66.375,41.625,"Brosme brosme","CNRM","8-5",2095
"4920",-66.375,41.625,"Brosme brosme","GFDL","8-5",2023
"4921",-66.375,41.625,"Brosme brosme","HAD","2-6",2046
"4922",-66.375,41.625,"Brosme brosme","HAD","8-5",2099
"4923",-66.375,41.625,"Brosme brosme","IPSL","2-6",2017
"4924",-66.375,41.625,"Brosme brosme","IPSL","8-5",2034
"4925",-66.375,41.625,"Calanus finmarchicus","AWI","2-6",2016
"4926",-66.375,41.625,"Calanus finmarchicus","AWI","8-5",2082
"4927",-66.375,41.625,"Calanus finmarchicus","CNRM","2-6",2019
"4928",-66.375,41.625,"Calanus finmarchicus","CNRM","8-5",2071
"4929",-66.375,41.625,"Calanus finmarchicus","GFDL","8-5",2031
"4930",-66.375,41.625,"Calanus finmarchicus","HAD","2-6",2094
"4931",-66.375,41.625,"Calanus finmarchicus","HAD","8-5",2099
"4932",-66.375,41.625,"Calanus finmarchicus","IPSL","2-6",2077
"4933",-66.375,41.625,"Calanus finmarchicus","IPSL","8-5",2015
"4934",-66.375,41.625,"Calanus glacialis","AWI","2-6",2020
"4935",-66.375,41.625,"Calanus glacialis","AWI","8-5",2090
"4936",-66.375,41.625,"Calanus glacialis","CNRM","2-6",2059
"4937",-66.375,41.625,"Calanus glacialis","CNRM","8-5",2030
"4938",-66.375,41.625,"Calanus glacialis","GFDL","8-5",2041
"4939",-66.375,41.625,"Calanus glacialis","HAD","2-6",2019
"4940",-66.375,41.625,"Calanus glacialis","HAD","8-5",2030
"4941",-66.375,41.625,"Calanus glacialis","IPSL","2-6",2094
"4942",-66.375,41.625,"Calanus glacialis","IPSL","8-5",2095
"4943",-66.375,41.625,"Caretta caretta","AWI","2-6",2101
"4944",-66.375,41.625,"Caretta caretta","AWI","8-5",2098
"4945",-66.375,41.625,"Caretta caretta","CNRM","2-6",2101
"4946",-66.375,41.625,"Caretta caretta","CNRM","8-5",2101
"4947",-66.375,41.625,"Caretta caretta","GFDL","8-5",2101
"4948",-66.375,41.625,"Caretta caretta","HAD","2-6",2101
"4949",-66.375,41.625,"Caretta caretta","HAD","8-5",2101
"4950",-66.375,41.625,"Caretta caretta","IPSL","2-6",2101
"4951",-66.375,41.625,"Caretta caretta","IPSL","8-5",2101
"4952",-66.375,41.625,"Cetorhinus maximus","AWI","2-6",2022
"4953",-66.375,41.625,"Cetorhinus maximus","AWI","8-5",2017
"4954",-66.375,41.625,"Cetorhinus maximus","CNRM","2-6",2045
"4955",-66.375,41.625,"Cetorhinus maximus","CNRM","8-5",2035
"4956",-66.375,41.625,"Cetorhinus maximus","GFDL","8-5",2101
"4957",-66.375,41.625,"Cetorhinus maximus","HAD","2-6",2017
"4958",-66.375,41.625,"Cetorhinus maximus","HAD","8-5",2016
"4959",-66.375,41.625,"Cetorhinus maximus","IPSL","2-6",2035
"4960",-66.375,41.625,"Cetorhinus maximus","IPSL","8-5",2035
"4961",-66.375,41.625,"Eubalaena glacialis","AWI","2-6",2065
"4962",-66.375,41.625,"Eubalaena glacialis","AWI","8-5",2018
"4963",-66.375,41.625,"Eubalaena glacialis","CNRM","2-6",2101
"4964",-66.375,41.625,"Eubalaena glacialis","CNRM","8-5",2071
"4965",-66.375,41.625,"Eubalaena glacialis","GFDL","8-5",2101
"4966",-66.375,41.625,"Eubalaena glacialis","HAD","2-6",2089
"4967",-66.375,41.625,"Eubalaena glacialis","HAD","8-5",2065
"4968",-66.375,41.625,"Eubalaena glacialis","IPSL","2-6",2101
"4969",-66.375,41.625,"Eubalaena glacialis","IPSL","8-5",2066
"4970",-66.375,41.625,"Gadus morhua","AWI","2-6",2058
"4971",-66.375,41.625,"Gadus morhua","AWI","8-5",2020
"4972",-66.375,41.625,"Gadus morhua","CNRM","2-6",2076
"4973",-66.375,41.625,"Gadus morhua","CNRM","8-5",2060
"4974",-66.375,41.625,"Gadus morhua","GFDL","8-5",2015
"4975",-66.375,41.625,"Gadus morhua","HAD","2-6",2049
"4976",-66.375,41.625,"Gadus morhua","HAD","8-5",2077
"4977",-66.375,41.625,"Gadus morhua","IPSL","2-6",2047
"4978",-66.375,41.625,"Gadus morhua","IPSL","8-5",2032
"4979",-66.375,41.625,"Glyptocephalus cynoglossus","AWI","2-6",2027
"4980",-66.375,41.625,"Glyptocephalus cynoglossus","AWI","8-5",2087
"4981",-66.375,41.625,"Glyptocephalus cynoglossus","CNRM","2-6",2098
"4982",-66.375,41.625,"Glyptocephalus cynoglossus","CNRM","8-5",2100
"4983",-66.375,41.625,"Glyptocephalus cynoglossus","GFDL","8-5",2015
"4984",-66.375,41.625,"Glyptocephalus cynoglossus","HAD","2-6",2093
"4985",-66.375,41.625,"Glyptocephalus cynoglossus","HAD","8-5",2070
"4986",-66.375,41.625,"Glyptocephalus cynoglossus","IPSL","2-6",2094
"4987",-66.375,41.625,"Glyptocephalus cynoglossus","IPSL","8-5",2100
"4988",-66.375,41.625,"Hippoglossoides platessoides","AWI","2-6",2044
"4989",-66.375,41.625,"Hippoglossoides platessoides","AWI","8-5",2015
"4990",-66.375,41.625,"Hippoglossoides platessoides","CNRM","2-6",2016
"4991",-66.375,41.625,"Hippoglossoides platessoides","CNRM","8-5",2072
"4992",-66.375,41.625,"Hippoglossoides platessoides","GFDL","8-5",2017
"4993",-66.375,41.625,"Hippoglossoides platessoides","HAD","2-6",2027
"4994",-66.375,41.625,"Hippoglossoides platessoides","HAD","8-5",2024
"4995",-66.375,41.625,"Hippoglossoides platessoides","IPSL","2-6",2034
"4996",-66.375,41.625,"Hippoglossoides platessoides","IPSL","8-5",2028
"4997",-66.375,41.625,"Hippoglossus hippoglossus","AWI","2-6",2053
"4998",-66.375,41.625,"Hippoglossus hippoglossus","AWI","8-5",2073
"4999",-66.375,41.625,"Hippoglossus hippoglossus","CNRM","2-6",2080
"5000",-66.375,41.625,"Hippoglossus hippoglossus","CNRM","8-5",2049
"5001",-66.375,41.625,"Hippoglossus hippoglossus","GFDL","8-5",2029
"5002",-66.375,41.625,"Hippoglossus hippoglossus","HAD","2-6",2096
"5003",-66.375,41.625,"Hippoglossus hippoglossus","HAD","8-5",2056
"5004",-66.375,41.625,"Hippoglossus hippoglossus","IPSL","2-6",2058
"5005",-66.375,41.625,"Hippoglossus hippoglossus","IPSL","8-5",2047
"5006",-66.375,41.625,"Illex illecebrosus","AWI","2-6",2050
"5007",-66.375,41.625,"Illex illecebrosus","AWI","8-5",2098
"5008",-66.375,41.625,"Illex illecebrosus","CNRM","2-6",2019
"5009",-66.375,41.625,"Illex illecebrosus","CNRM","8-5",2030
"5010",-66.375,41.625,"Illex illecebrosus","GFDL","8-5",2101
"5011",-66.375,41.625,"Illex illecebrosus","HAD","2-6",2078
"5012",-66.375,41.625,"Illex illecebrosus","HAD","8-5",2047
"5013",-66.375,41.625,"Illex illecebrosus","IPSL","2-6",2034
"5014",-66.375,41.625,"Illex illecebrosus","IPSL","8-5",2028
"5015",-66.375,41.625,"Leucoraja erinacea","AWI","2-6",2041
"5016",-66.375,41.625,"Leucoraja erinacea","AWI","8-5",2085
"5017",-66.375,41.625,"Leucoraja erinacea","CNRM","2-6",2064
"5018",-66.375,41.625,"Leucoraja erinacea","CNRM","8-5",2034
"5019",-66.375,41.625,"Leucoraja erinacea","GFDL","8-5",2101
"5020",-66.375,41.625,"Leucoraja erinacea","HAD","2-6",2093
"5021",-66.375,41.625,"Leucoraja erinacea","HAD","8-5",2052
"5022",-66.375,41.625,"Leucoraja erinacea","IPSL","2-6",2016
"5023",-66.375,41.625,"Leucoraja erinacea","IPSL","8-5",2016
"5024",-66.375,41.625,"Leucoraja ocellata","AWI","2-6",2032
"5025",-66.375,41.625,"Leucoraja ocellata","AWI","8-5",2053
"5026",-66.375,41.625,"Leucoraja ocellata","CNRM","2-6",2098
"5027",-66.375,41.625,"Leucoraja ocellata","CNRM","8-5",2088
"5028",-66.375,41.625,"Leucoraja ocellata","GFDL","8-5",2064
"5029",-66.375,41.625,"Leucoraja ocellata","HAD","2-6",2027
"5030",-66.375,41.625,"Leucoraja ocellata","HAD","8-5",2096
"5031",-66.375,41.625,"Leucoraja ocellata","IPSL","2-6",2080
"5032",-66.375,41.625,"Leucoraja ocellata","IPSL","8-5",2031
"5033",-66.375,41.625,"Lophius americanus","AWI","2-6",2084
"5034",-66.375,41.625,"Lophius americanus","AWI","8-5",2045
"5035",-66.375,41.625,"Lophius americanus","CNRM","2-6",2026
"5036",-66.375,41.625,"Lophius americanus","CNRM","8-5",2033
"5037",-66.375,41.625,"Lophius americanus","GFDL","8-5",2101
"5038",-66.375,41.625,"Lophius americanus","HAD","2-6",2015
"5039",-66.375,41.625,"Lophius americanus","HAD","8-5",2016
"5040",-66.375,41.625,"Lophius americanus","IPSL","2-6",2015
"5041",-66.375,41.625,"Lophius americanus","IPSL","8-5",2046
"5042",-66.375,41.625,"Melanogrammus aeglefinus","AWI","2-6",2099
"5043",-66.375,41.625,"Melanogrammus aeglefinus","AWI","8-5",2072
"5044",-66.375,41.625,"Melanogrammus aeglefinus","CNRM","2-6",2050
"5045",-66.375,41.625,"Melanogrammus aeglefinus","CNRM","8-5",2095
"5046",-66.375,41.625,"Melanogrammus aeglefinus","GFDL","8-5",2031
"5047",-66.375,41.625,"Melanogrammus aeglefinus","HAD","2-6",2031
"5048",-66.375,41.625,"Melanogrammus aeglefinus","HAD","8-5",2037
"5049",-66.375,41.625,"Melanogrammus aeglefinus","IPSL","2-6",2079
"5050",-66.375,41.625,"Melanogrammus aeglefinus","IPSL","8-5",2034
"5051",-66.375,41.625,"Pandalus borealis","AWI","2-6",2026
"5052",-66.375,41.625,"Pandalus borealis","AWI","8-5",2072
"5053",-66.375,41.625,"Pandalus borealis","CNRM","2-6",2088
"5054",-66.375,41.625,"Pandalus borealis","CNRM","8-5",2022
"5055",-66.375,41.625,"Pandalus borealis","GFDL","8-5",2045
"5056",-66.375,41.625,"Pandalus borealis","HAD","2-6",2020
"5057",-66.375,41.625,"Pandalus borealis","HAD","8-5",2082
"5058",-66.375,41.625,"Pandalus borealis","IPSL","2-6",2025
"5059",-66.375,41.625,"Pandalus borealis","IPSL","8-5",2084
"5060",-66.375,41.625,"Pollachius virens","AWI","2-6",2048
"5061",-66.375,41.625,"Pollachius virens","AWI","8-5",2038
"5062",-66.375,41.625,"Pollachius virens","CNRM","2-6",2065
"5063",-66.375,41.625,"Pollachius virens","CNRM","8-5",2017
"5064",-66.375,41.625,"Pollachius virens","GFDL","8-5",2015
"5065",-66.375,41.625,"Pollachius virens","HAD","2-6",2063
"5066",-66.375,41.625,"Pollachius virens","HAD","8-5",2063
"5067",-66.375,41.625,"Pollachius virens","IPSL","2-6",2069
"5068",-66.375,41.625,"Pollachius virens","IPSL","8-5",2076
"5069",-66.375,41.625,"Sebastes fasciatus","AWI","2-6",2022
"5070",-66.375,41.625,"Sebastes fasciatus","AWI","8-5",2081
"5071",-66.375,41.625,"Sebastes fasciatus","CNRM","2-6",2070
"5072",-66.375,41.625,"Sebastes fasciatus","CNRM","8-5",2064
"5073",-66.375,41.625,"Sebastes fasciatus","GFDL","8-5",2055
"5074",-66.375,41.625,"Sebastes fasciatus","HAD","2-6",2073
"5075",-66.375,41.625,"Sebastes fasciatus","HAD","8-5",2016
"5076",-66.375,41.625,"Sebastes fasciatus","IPSL","2-6",2082
"5077",-66.375,41.625,"Sebastes fasciatus","IPSL","8-5",2061
"5078",-66.375,41.625,"Squalus acanthias","AWI","2-6",2020
"5079",-66.375,41.625,"Squalus acanthias","AWI","8-5",2022
"5080",-66.375,41.625,"Squalus acanthias","CNRM","2-6",2019
"5081",-66.375,41.625,"Squalus acanthias","CNRM","8-5",2015
"5082",-66.375,41.625,"Squalus acanthias","GFDL","8-5",2101
"5083",-66.375,41.625,"Squalus acanthias","HAD","2-6",2022
"5084",-66.375,41.625,"Squalus acanthias","HAD","8-5",2060
"5085",-66.375,41.625,"Squalus acanthias","IPSL","2-6",2023
"5086",-66.375,41.625,"Squalus acanthias","IPSL","8-5",2034
"5087",-66.375,41.625,"Urophycis tenuis","AWI","2-6",2029
"5088",-66.375,41.625,"Urophycis tenuis","AWI","8-5",2100
"5089",-66.375,41.625,"Urophycis tenuis","CNRM","2-6",2041
"5090",-66.375,41.625,"Urophycis tenuis","CNRM","8-5",2033
"5091",-66.375,41.625,"Urophycis tenuis","GFDL","8-5",2049
"5092",-66.375,41.625,"Urophycis tenuis","HAD","2-6",2098
"5093",-66.375,41.625,"Urophycis tenuis","HAD","8-5",2029
"5094",-66.375,41.625,"Urophycis tenuis","IPSL","2-6",2027
"5095",-66.375,41.625,"Urophycis tenuis","IPSL","8-5",2023
"5096",-66.375,42.375,"Amblyraja radiata","AWI","2-6",2022
"5097",-66.375,42.375,"Amblyraja radiata","AWI","8-5",2054
"5098",-66.375,42.375,"Amblyraja radiata","CNRM","2-6",2041
"5099",-66.375,42.375,"Amblyraja radiata","CNRM","8-5",2015
"5100",-66.375,42.375,"Amblyraja radiata","GFDL","8-5",2015
"5101",-66.375,42.375,"Amblyraja radiata","HAD","2-6",2028
"5102",-66.375,42.375,"Amblyraja radiata","HAD","8-5",2034
"5103",-66.375,42.375,"Amblyraja radiata","IPSL","2-6",2030
"5104",-66.375,42.375,"Amblyraja radiata","IPSL","8-5",2015
"5105",-66.375,42.375,"Anarhichas lupus","AWI","2-6",2062
"5106",-66.375,42.375,"Anarhichas lupus","AWI","8-5",2089
"5107",-66.375,42.375,"Anarhichas lupus","CNRM","2-6",2040
"5108",-66.375,42.375,"Anarhichas lupus","CNRM","8-5",2016
"5109",-66.375,42.375,"Anarhichas lupus","GFDL","8-5",2065
"5110",-66.375,42.375,"Anarhichas lupus","HAD","2-6",2096
"5111",-66.375,42.375,"Anarhichas lupus","HAD","8-5",2037
"5112",-66.375,42.375,"Anarhichas lupus","IPSL","2-6",2036
"5113",-66.375,42.375,"Anarhichas lupus","IPSL","8-5",2040
"5114",-66.375,42.375,"Brosme brosme","AWI","2-6",2073
"5115",-66.375,42.375,"Brosme brosme","AWI","8-5",2092
"5116",-66.375,42.375,"Brosme brosme","CNRM","2-6",2088
"5117",-66.375,42.375,"Brosme brosme","CNRM","8-5",2071
"5118",-66.375,42.375,"Brosme brosme","GFDL","8-5",2047
"5119",-66.375,42.375,"Brosme brosme","HAD","2-6",2099
"5120",-66.375,42.375,"Brosme brosme","HAD","8-5",2017
"5121",-66.375,42.375,"Brosme brosme","IPSL","2-6",2070
"5122",-66.375,42.375,"Brosme brosme","IPSL","8-5",2038
"5123",-66.375,42.375,"Calanus finmarchicus","AWI","2-6",2068
"5124",-66.375,42.375,"Calanus finmarchicus","AWI","8-5",2044
"5125",-66.375,42.375,"Calanus finmarchicus","CNRM","2-6",2092
"5126",-66.375,42.375,"Calanus finmarchicus","CNRM","8-5",2090
"5127",-66.375,42.375,"Calanus finmarchicus","GFDL","8-5",2024
"5128",-66.375,42.375,"Calanus finmarchicus","HAD","2-6",2061
"5129",-66.375,42.375,"Calanus finmarchicus","HAD","8-5",2088
"5130",-66.375,42.375,"Calanus finmarchicus","IPSL","2-6",2079
"5131",-66.375,42.375,"Calanus finmarchicus","IPSL","8-5",2032
"5132",-66.375,42.375,"Caretta caretta","AWI","2-6",2101
"5133",-66.375,42.375,"Caretta caretta","AWI","8-5",2095
"5134",-66.375,42.375,"Caretta caretta","CNRM","2-6",2101
"5135",-66.375,42.375,"Caretta caretta","CNRM","8-5",2101
"5136",-66.375,42.375,"Caretta caretta","GFDL","8-5",2101
"5137",-66.375,42.375,"Caretta caretta","HAD","2-6",2101
"5138",-66.375,42.375,"Caretta caretta","HAD","8-5",2101
"5139",-66.375,42.375,"Caretta caretta","IPSL","2-6",2101
"5140",-66.375,42.375,"Caretta caretta","IPSL","8-5",2101
"5141",-66.375,42.375,"Cetorhinus maximus","AWI","2-6",2039
"5142",-66.375,42.375,"Cetorhinus maximus","AWI","8-5",2017
"5143",-66.375,42.375,"Cetorhinus maximus","CNRM","2-6",2045
"5144",-66.375,42.375,"Cetorhinus maximus","CNRM","8-5",2035
"5145",-66.375,42.375,"Cetorhinus maximus","GFDL","8-5",2086
"5146",-66.375,42.375,"Cetorhinus maximus","HAD","2-6",2017
"5147",-66.375,42.375,"Cetorhinus maximus","HAD","8-5",2019
"5148",-66.375,42.375,"Cetorhinus maximus","IPSL","2-6",2049
"5149",-66.375,42.375,"Cetorhinus maximus","IPSL","8-5",2035
"5150",-66.375,42.375,"Chionoecetes opilio","AWI","2-6",2091
"5151",-66.375,42.375,"Chionoecetes opilio","AWI","8-5",2087
"5152",-66.375,42.375,"Chionoecetes opilio","CNRM","2-6",2021
"5153",-66.375,42.375,"Chionoecetes opilio","CNRM","8-5",2078
"5154",-66.375,42.375,"Chionoecetes opilio","GFDL","8-5",2089
"5155",-66.375,42.375,"Chionoecetes opilio","HAD","2-6",2090
"5156",-66.375,42.375,"Chionoecetes opilio","HAD","8-5",2018
"5157",-66.375,42.375,"Chionoecetes opilio","IPSL","2-6",2049
"5158",-66.375,42.375,"Chionoecetes opilio","IPSL","8-5",2041
"5159",-66.375,42.375,"Gadus morhua","AWI","2-6",2066
"5160",-66.375,42.375,"Gadus morhua","AWI","8-5",2098
"5161",-66.375,42.375,"Gadus morhua","CNRM","2-6",2056
"5162",-66.375,42.375,"Gadus morhua","CNRM","8-5",2098
"5163",-66.375,42.375,"Gadus morhua","GFDL","8-5",2016
"5164",-66.375,42.375,"Gadus morhua","HAD","2-6",2094
"5165",-66.375,42.375,"Gadus morhua","HAD","8-5",2054
"5166",-66.375,42.375,"Gadus morhua","IPSL","2-6",2021
"5167",-66.375,42.375,"Gadus morhua","IPSL","8-5",2065
"5168",-66.375,42.375,"Glyptocephalus cynoglossus","AWI","2-6",2029
"5169",-66.375,42.375,"Glyptocephalus cynoglossus","AWI","8-5",2064
"5170",-66.375,42.375,"Glyptocephalus cynoglossus","CNRM","2-6",2100
"5171",-66.375,42.375,"Glyptocephalus cynoglossus","CNRM","8-5",2100
"5172",-66.375,42.375,"Glyptocephalus cynoglossus","GFDL","8-5",2027
"5173",-66.375,42.375,"Glyptocephalus cynoglossus","HAD","2-6",2036
"5174",-66.375,42.375,"Glyptocephalus cynoglossus","HAD","8-5",2100
"5175",-66.375,42.375,"Glyptocephalus cynoglossus","IPSL","2-6",2037
"5176",-66.375,42.375,"Glyptocephalus cynoglossus","IPSL","8-5",2069
"5177",-66.375,42.375,"Hippoglossoides platessoides","AWI","2-6",2096
"5178",-66.375,42.375,"Hippoglossoides platessoides","AWI","8-5",2015
"5179",-66.375,42.375,"Hippoglossoides platessoides","CNRM","2-6",2037
"5180",-66.375,42.375,"Hippoglossoides platessoides","CNRM","8-5",2060
"5181",-66.375,42.375,"Hippoglossoides platessoides","GFDL","8-5",2083
"5182",-66.375,42.375,"Hippoglossoides platessoides","HAD","2-6",2021
"5183",-66.375,42.375,"Hippoglossoides platessoides","HAD","8-5",2038
"5184",-66.375,42.375,"Hippoglossoides platessoides","IPSL","2-6",2053
"5185",-66.375,42.375,"Hippoglossoides platessoides","IPSL","8-5",2038
"5186",-66.375,42.375,"Hippoglossus hippoglossus","AWI","2-6",2051
"5187",-66.375,42.375,"Hippoglossus hippoglossus","AWI","8-5",2030
"5188",-66.375,42.375,"Hippoglossus hippoglossus","CNRM","2-6",2096
"5189",-66.375,42.375,"Hippoglossus hippoglossus","CNRM","8-5",2068
"5190",-66.375,42.375,"Hippoglossus hippoglossus","GFDL","8-5",2072
"5191",-66.375,42.375,"Hippoglossus hippoglossus","HAD","2-6",2019
"5192",-66.375,42.375,"Hippoglossus hippoglossus","HAD","8-5",2020
"5193",-66.375,42.375,"Hippoglossus hippoglossus","IPSL","2-6",2059
"5194",-66.375,42.375,"Hippoglossus hippoglossus","IPSL","8-5",2065
"5195",-66.375,42.375,"Illex illecebrosus","AWI","2-6",2019
"5196",-66.375,42.375,"Illex illecebrosus","AWI","8-5",2018
"5197",-66.375,42.375,"Illex illecebrosus","CNRM","2-6",2091
"5198",-66.375,42.375,"Illex illecebrosus","CNRM","8-5",2019
"5199",-66.375,42.375,"Illex illecebrosus","GFDL","8-5",2059
