"","x","y","sci.name","mod","climate_proj","ToE"
"22514",-61.375,43.875,"Calanus glacialis","HAD","2-6",2061
"22515",-61.375,43.875,"Calanus glacialis","HAD","8-5",2098
"22516",-61.375,43.875,"Calanus glacialis","IPSL","2-6",2061
"22517",-61.375,43.875,"Calanus glacialis","IPSL","8-5",2016
"22518",-61.375,43.875,"Caretta caretta","AWI","2-6",2101
"22519",-61.375,43.875,"Caretta caretta","AWI","8-5",2101
"22520",-61.375,43.875,"Caretta caretta","CNRM","2-6",2101
"22521",-61.375,43.875,"Caretta caretta","CNRM","8-5",2101
"22522",-61.375,43.875,"Caretta caretta","GFDL","8-5",2101
"22523",-61.375,43.875,"Caretta caretta","HAD","2-6",2101
"22524",-61.375,43.875,"Caretta caretta","HAD","8-5",2101
"22525",-61.375,43.875,"Caretta caretta","IPSL","2-6",2101
"22526",-61.375,43.875,"Caretta caretta","IPSL","8-5",2101
"22527",-61.375,43.875,"Cetorhinus maximus","AWI","2-6",2025
"22528",-61.375,43.875,"Cetorhinus maximus","AWI","8-5",2028
"22529",-61.375,43.875,"Cetorhinus maximus","CNRM","2-6",2101
"22530",-61.375,43.875,"Cetorhinus maximus","CNRM","8-5",2066
"22531",-61.375,43.875,"Cetorhinus maximus","GFDL","8-5",2059
"22532",-61.375,43.875,"Cetorhinus maximus","HAD","2-6",2051
"22533",-61.375,43.875,"Cetorhinus maximus","HAD","8-5",2062
"22534",-61.375,43.875,"Cetorhinus maximus","IPSL","2-6",2101
"22535",-61.375,43.875,"Cetorhinus maximus","IPSL","8-5",2061
"22536",-61.375,43.875,"Chionoecetes opilio","AWI","2-6",2044
"22537",-61.375,43.875,"Chionoecetes opilio","AWI","8-5",2021
"22538",-61.375,43.875,"Chionoecetes opilio","CNRM","2-6",2092
"22539",-61.375,43.875,"Chionoecetes opilio","CNRM","8-5",2044
"22540",-61.375,43.875,"Chionoecetes opilio","GFDL","8-5",2048
"22541",-61.375,43.875,"Chionoecetes opilio","HAD","2-6",2081
"22542",-61.375,43.875,"Chionoecetes opilio","HAD","8-5",2082
"22543",-61.375,43.875,"Chionoecetes opilio","IPSL","2-6",2046
"22544",-61.375,43.875,"Chionoecetes opilio","IPSL","8-5",2092
"22545",-61.375,43.875,"Eubalaena glacialis","AWI","2-6",2101
"22546",-61.375,43.875,"Eubalaena glacialis","AWI","8-5",2062
"22547",-61.375,43.875,"Eubalaena glacialis","CNRM","2-6",2101
"22548",-61.375,43.875,"Eubalaena glacialis","CNRM","8-5",2089
"22549",-61.375,43.875,"Eubalaena glacialis","GFDL","8-5",2093
"22550",-61.375,43.875,"Eubalaena glacialis","HAD","2-6",2101
"22551",-61.375,43.875,"Eubalaena glacialis","HAD","8-5",2085
"22552",-61.375,43.875,"Eubalaena glacialis","IPSL","2-6",2101
"22553",-61.375,43.875,"Eubalaena glacialis","IPSL","8-5",2092
"22554",-61.375,43.875,"Gadus morhua","AWI","2-6",2057
"22555",-61.375,43.875,"Gadus morhua","AWI","8-5",2100
"22556",-61.375,43.875,"Gadus morhua","CNRM","2-6",2100
"22557",-61.375,43.875,"Gadus morhua","CNRM","8-5",2079
"22558",-61.375,43.875,"Gadus morhua","GFDL","8-5",2035
"22559",-61.375,43.875,"Gadus morhua","HAD","2-6",2100
"22560",-61.375,43.875,"Gadus morhua","HAD","8-5",2019
"22561",-61.375,43.875,"Gadus morhua","IPSL","2-6",2051
"22562",-61.375,43.875,"Gadus morhua","IPSL","8-5",2053
"22563",-61.375,43.875,"Glyptocephalus cynoglossus","AWI","2-6",2093
"22564",-61.375,43.875,"Glyptocephalus cynoglossus","AWI","8-5",2033
"22565",-61.375,43.875,"Glyptocephalus cynoglossus","CNRM","2-6",2098
"22566",-61.375,43.875,"Glyptocephalus cynoglossus","CNRM","8-5",2031
"22567",-61.375,43.875,"Glyptocephalus cynoglossus","GFDL","8-5",2015
"22568",-61.375,43.875,"Glyptocephalus cynoglossus","HAD","2-6",2069
"22569",-61.375,43.875,"Glyptocephalus cynoglossus","HAD","8-5",2100
"22570",-61.375,43.875,"Glyptocephalus cynoglossus","IPSL","2-6",2083
"22571",-61.375,43.875,"Glyptocephalus cynoglossus","IPSL","8-5",2093
"22572",-61.375,43.875,"Hippoglossoides platessoides","AWI","2-6",2036
"22573",-61.375,43.875,"Hippoglossoides platessoides","AWI","8-5",2081
"22574",-61.375,43.875,"Hippoglossoides platessoides","CNRM","2-6",2095
"22575",-61.375,43.875,"Hippoglossoides platessoides","CNRM","8-5",2047
"22576",-61.375,43.875,"Hippoglossoides platessoides","GFDL","8-5",2056
"22577",-61.375,43.875,"Hippoglossoides platessoides","HAD","2-6",2020
"22578",-61.375,43.875,"Hippoglossoides platessoides","HAD","8-5",2096
"22579",-61.375,43.875,"Hippoglossoides platessoides","IPSL","2-6",2065
"22580",-61.375,43.875,"Hippoglossoides platessoides","IPSL","8-5",2017
"22581",-61.375,43.875,"Hippoglossus hippoglossus","AWI","2-6",2038
"22582",-61.375,43.875,"Hippoglossus hippoglossus","AWI","8-5",2099
"22583",-61.375,43.875,"Hippoglossus hippoglossus","CNRM","2-6",2030
"22584",-61.375,43.875,"Hippoglossus hippoglossus","CNRM","8-5",2086
"22585",-61.375,43.875,"Hippoglossus hippoglossus","GFDL","8-5",2044
"22586",-61.375,43.875,"Hippoglossus hippoglossus","HAD","2-6",2023
"22587",-61.375,43.875,"Hippoglossus hippoglossus","HAD","8-5",2016
"22588",-61.375,43.875,"Hippoglossus hippoglossus","IPSL","2-6",2071
"22589",-61.375,43.875,"Hippoglossus hippoglossus","IPSL","8-5",2051
"22590",-61.375,43.875,"Homarus americanus","AWI","2-6",2058
"22591",-61.375,43.875,"Homarus americanus","AWI","8-5",2051
"22592",-61.375,43.875,"Homarus americanus","CNRM","2-6",2101
"22593",-61.375,43.875,"Homarus americanus","CNRM","8-5",2070
"22594",-61.375,43.875,"Homarus americanus","GFDL","8-5",2074
"22595",-61.375,43.875,"Homarus americanus","HAD","2-6",2101
"22596",-61.375,43.875,"Homarus americanus","HAD","8-5",2057
"22597",-61.375,43.875,"Homarus americanus","IPSL","2-6",2101
"22598",-61.375,43.875,"Homarus americanus","IPSL","8-5",2070
"22599",-61.375,43.875,"Illex illecebrosus","AWI","2-6",2076
"22600",-61.375,43.875,"Illex illecebrosus","AWI","8-5",2015
"22601",-61.375,43.875,"Illex illecebrosus","CNRM","2-6",2019
"22602",-61.375,43.875,"Illex illecebrosus","CNRM","8-5",2017
"22603",-61.375,43.875,"Illex illecebrosus","GFDL","8-5",2019
"22604",-61.375,43.875,"Illex illecebrosus","HAD","2-6",2032
"22605",-61.375,43.875,"Illex illecebrosus","HAD","8-5",2028
"22606",-61.375,43.875,"Illex illecebrosus","IPSL","2-6",2038
"22607",-61.375,43.875,"Illex illecebrosus","IPSL","8-5",2016
"22608",-61.375,43.875,"Leucoraja erinacea","AWI","2-6",2083
"22609",-61.375,43.875,"Leucoraja erinacea","AWI","8-5",2095
"22610",-61.375,43.875,"Leucoraja erinacea","CNRM","2-6",2023
"22611",-61.375,43.875,"Leucoraja erinacea","CNRM","8-5",2016
"22612",-61.375,43.875,"Leucoraja erinacea","GFDL","8-5",2039
"22613",-61.375,43.875,"Leucoraja erinacea","HAD","2-6",2033
"22614",-61.375,43.875,"Leucoraja erinacea","HAD","8-5",2025
"22615",-61.375,43.875,"Leucoraja erinacea","IPSL","2-6",2020
"22616",-61.375,43.875,"Leucoraja erinacea","IPSL","8-5",2040
"22617",-61.375,43.875,"Leucoraja ocellata","AWI","2-6",2015
"22618",-61.375,43.875,"Leucoraja ocellata","AWI","8-5",2045
"22619",-61.375,43.875,"Leucoraja ocellata","CNRM","2-6",2047
"22620",-61.375,43.875,"Leucoraja ocellata","CNRM","8-5",2041
"22621",-61.375,43.875,"Leucoraja ocellata","GFDL","8-5",2093
"22622",-61.375,43.875,"Leucoraja ocellata","HAD","2-6",2025
"22623",-61.375,43.875,"Leucoraja ocellata","HAD","8-5",2015
"22624",-61.375,43.875,"Leucoraja ocellata","IPSL","2-6",2053
"22625",-61.375,43.875,"Leucoraja ocellata","IPSL","8-5",2037
"22626",-61.375,43.875,"Lophius americanus","AWI","2-6",2025
"22627",-61.375,43.875,"Lophius americanus","AWI","8-5",2037
"22628",-61.375,43.875,"Lophius americanus","CNRM","2-6",2038
"22629",-61.375,43.875,"Lophius americanus","CNRM","8-5",2017
"22630",-61.375,43.875,"Lophius americanus","GFDL","8-5",2017
"22631",-61.375,43.875,"Lophius americanus","HAD","2-6",2034
"22632",-61.375,43.875,"Lophius americanus","HAD","8-5",2016
"22633",-61.375,43.875,"Lophius americanus","IPSL","2-6",2034
"22634",-61.375,43.875,"Lophius americanus","IPSL","8-5",2016
"22635",-61.375,43.875,"Malacoraja senta","AWI","2-6",2042
"22636",-61.375,43.875,"Malacoraja senta","AWI","8-5",2020
"22637",-61.375,43.875,"Malacoraja senta","CNRM","2-6",2062
"22638",-61.375,43.875,"Malacoraja senta","CNRM","8-5",2027
"22639",-61.375,43.875,"Malacoraja senta","GFDL","8-5",2098
"22640",-61.375,43.875,"Malacoraja senta","HAD","2-6",2097
"22641",-61.375,43.875,"Malacoraja senta","HAD","8-5",2100
"22642",-61.375,43.875,"Malacoraja senta","IPSL","2-6",2016
"22643",-61.375,43.875,"Malacoraja senta","IPSL","8-5",2020
"22644",-61.375,43.875,"Melanogrammus aeglefinus","AWI","2-6",2098
"22645",-61.375,43.875,"Melanogrammus aeglefinus","AWI","8-5",2095
"22646",-61.375,43.875,"Melanogrammus aeglefinus","CNRM","2-6",2070
"22647",-61.375,43.875,"Melanogrammus aeglefinus","CNRM","8-5",2016
"22648",-61.375,43.875,"Melanogrammus aeglefinus","GFDL","8-5",2033
"22649",-61.375,43.875,"Melanogrammus aeglefinus","HAD","2-6",2033
"22650",-61.375,43.875,"Melanogrammus aeglefinus","HAD","8-5",2074
"22651",-61.375,43.875,"Melanogrammus aeglefinus","IPSL","2-6",2022
"22652",-61.375,43.875,"Melanogrammus aeglefinus","IPSL","8-5",2095
"22653",-61.375,43.875,"Pandalus borealis","AWI","2-6",2017
"22654",-61.375,43.875,"Pandalus borealis","AWI","8-5",2040
"22655",-61.375,43.875,"Pandalus borealis","CNRM","2-6",2049
"22656",-61.375,43.875,"Pandalus borealis","CNRM","8-5",2044
"22657",-61.375,43.875,"Pandalus borealis","GFDL","8-5",2074
"22658",-61.375,43.875,"Pandalus borealis","HAD","2-6",2068
"22659",-61.375,43.875,"Pandalus borealis","HAD","8-5",2054
"22660",-61.375,43.875,"Pandalus borealis","IPSL","2-6",2059
"22661",-61.375,43.875,"Pandalus borealis","IPSL","8-5",2093
"22662",-61.375,43.875,"Pollachius virens","AWI","2-6",2093
"22663",-61.375,43.875,"Pollachius virens","AWI","8-5",2019
"22664",-61.375,43.875,"Pollachius virens","CNRM","2-6",2015
"22665",-61.375,43.875,"Pollachius virens","CNRM","8-5",2069
"22666",-61.375,43.875,"Pollachius virens","GFDL","8-5",2094
"22667",-61.375,43.875,"Pollachius virens","HAD","2-6",2067
"22668",-61.375,43.875,"Pollachius virens","HAD","8-5",2052
"22669",-61.375,43.875,"Pollachius virens","IPSL","2-6",2019
"22670",-61.375,43.875,"Pollachius virens","IPSL","8-5",2053
"22671",-61.375,43.875,"Sebastes fasciatus","AWI","2-6",2035
"22672",-61.375,43.875,"Sebastes fasciatus","AWI","8-5",2022
"22673",-61.375,43.875,"Sebastes fasciatus","CNRM","2-6",2066
"22674",-61.375,43.875,"Sebastes fasciatus","CNRM","8-5",2080
"22675",-61.375,43.875,"Sebastes fasciatus","GFDL","8-5",2054
"22676",-61.375,43.875,"Sebastes fasciatus","HAD","2-6",2024
"22677",-61.375,43.875,"Sebastes fasciatus","HAD","8-5",2087
"22678",-61.375,43.875,"Sebastes fasciatus","IPSL","2-6",2015
"22679",-61.375,43.875,"Sebastes fasciatus","IPSL","8-5",2028
"22680",-61.375,43.875,"Squalus acanthias","AWI","2-6",2020
"22681",-61.375,43.875,"Squalus acanthias","AWI","8-5",2017
"22682",-61.375,43.875,"Squalus acanthias","CNRM","2-6",2057
"22683",-61.375,43.875,"Squalus acanthias","CNRM","8-5",2035
"22684",-61.375,43.875,"Squalus acanthias","GFDL","8-5",2042
"22685",-61.375,43.875,"Squalus acanthias","HAD","2-6",2029
"22686",-61.375,43.875,"Squalus acanthias","HAD","8-5",2023
"22687",-61.375,43.875,"Squalus acanthias","IPSL","2-6",2053
"22688",-61.375,43.875,"Squalus acanthias","IPSL","8-5",2035
"22689",-61.375,43.875,"Urophycis tenuis","AWI","2-6",2027
"22690",-61.375,43.875,"Urophycis tenuis","AWI","8-5",2043
"22691",-61.375,43.875,"Urophycis tenuis","CNRM","2-6",2064
"22692",-61.375,43.875,"Urophycis tenuis","CNRM","8-5",2015
"22693",-61.375,43.875,"Urophycis tenuis","GFDL","8-5",2017
"22694",-61.375,43.875,"Urophycis tenuis","HAD","2-6",2096
"22695",-61.375,43.875,"Urophycis tenuis","HAD","8-5",2069
"22696",-61.375,43.875,"Urophycis tenuis","IPSL","2-6",2075
"22697",-61.375,43.875,"Urophycis tenuis","IPSL","8-5",2040
"22698",-61.375,44.125,"Amblyraja radiata","AWI","2-6",2052
"22699",-61.375,44.125,"Amblyraja radiata","AWI","8-5",2015
"22700",-61.375,44.125,"Amblyraja radiata","CNRM","2-6",2015
"22701",-61.375,44.125,"Amblyraja radiata","CNRM","8-5",2015
"22702",-61.375,44.125,"Amblyraja radiata","GFDL","8-5",2015
"22703",-61.375,44.125,"Amblyraja radiata","HAD","2-6",2054
"22704",-61.375,44.125,"Amblyraja radiata","HAD","8-5",2081
"22705",-61.375,44.125,"Amblyraja radiata","IPSL","2-6",2015
"22706",-61.375,44.125,"Amblyraja radiata","IPSL","8-5",2089
"22707",-61.375,44.125,"Anarhichas lupus","AWI","2-6",2015
"22708",-61.375,44.125,"Anarhichas lupus","AWI","8-5",2015
"22709",-61.375,44.125,"Anarhichas lupus","CNRM","2-6",2073
"22710",-61.375,44.125,"Anarhichas lupus","CNRM","8-5",2020
"22711",-61.375,44.125,"Anarhichas lupus","GFDL","8-5",2065
"22712",-61.375,44.125,"Anarhichas lupus","HAD","2-6",2080
"22713",-61.375,44.125,"Anarhichas lupus","HAD","8-5",2055
"22714",-61.375,44.125,"Anarhichas lupus","IPSL","2-6",2015
"22715",-61.375,44.125,"Anarhichas lupus","IPSL","8-5",2080
"22716",-61.375,44.125,"Brosme brosme","AWI","2-6",2015
"22717",-61.375,44.125,"Brosme brosme","AWI","8-5",2099
"22718",-61.375,44.125,"Brosme brosme","CNRM","2-6",2073
"22719",-61.375,44.125,"Brosme brosme","CNRM","8-5",2039
"22720",-61.375,44.125,"Brosme brosme","GFDL","8-5",2050
"22721",-61.375,44.125,"Brosme brosme","HAD","2-6",2074
"22722",-61.375,44.125,"Brosme brosme","HAD","8-5",2048
"22723",-61.375,44.125,"Brosme brosme","IPSL","2-6",2100
"22724",-61.375,44.125,"Brosme brosme","IPSL","8-5",2015
"22725",-61.375,44.125,"Calanus finmarchicus","AWI","2-6",2021
"22726",-61.375,44.125,"Calanus finmarchicus","AWI","8-5",2087
"22727",-61.375,44.125,"Calanus finmarchicus","CNRM","2-6",2021
"22728",-61.375,44.125,"Calanus finmarchicus","CNRM","8-5",2026
"22729",-61.375,44.125,"Calanus finmarchicus","GFDL","8-5",2062
"22730",-61.375,44.125,"Calanus finmarchicus","HAD","2-6",2070
"22731",-61.375,44.125,"Calanus finmarchicus","HAD","8-5",2021
"22732",-61.375,44.125,"Calanus finmarchicus","IPSL","2-6",2017
"22733",-61.375,44.125,"Calanus finmarchicus","IPSL","8-5",2097
"22734",-61.375,44.125,"Calanus glacialis","AWI","2-6",2041
"22735",-61.375,44.125,"Calanus glacialis","AWI","8-5",2092
"22736",-61.375,44.125,"Calanus glacialis","CNRM","2-6",2086
"22737",-61.375,44.125,"Calanus glacialis","CNRM","8-5",2038
"22738",-61.375,44.125,"Calanus glacialis","GFDL","8-5",2016
"22739",-61.375,44.125,"Calanus glacialis","HAD","2-6",2077
"22740",-61.375,44.125,"Calanus glacialis","HAD","8-5",2100
"22741",-61.375,44.125,"Calanus glacialis","IPSL","2-6",2034
"22742",-61.375,44.125,"Calanus glacialis","IPSL","8-5",2033
"22743",-61.375,44.125,"Caretta caretta","AWI","2-6",2101
"22744",-61.375,44.125,"Caretta caretta","AWI","8-5",2101
"22745",-61.375,44.125,"Caretta caretta","CNRM","2-6",2101
"22746",-61.375,44.125,"Caretta caretta","CNRM","8-5",2101
"22747",-61.375,44.125,"Caretta caretta","GFDL","8-5",2101
"22748",-61.375,44.125,"Caretta caretta","HAD","2-6",2101
"22749",-61.375,44.125,"Caretta caretta","HAD","8-5",2101
"22750",-61.375,44.125,"Caretta caretta","IPSL","2-6",2101
"22751",-61.375,44.125,"Caretta caretta","IPSL","8-5",2101
"22752",-61.375,44.125,"Cetorhinus maximus","AWI","2-6",2032
"22753",-61.375,44.125,"Cetorhinus maximus","AWI","8-5",2028
"22754",-61.375,44.125,"Cetorhinus maximus","CNRM","2-6",2101
"22755",-61.375,44.125,"Cetorhinus maximus","CNRM","8-5",2071
"22756",-61.375,44.125,"Cetorhinus maximus","GFDL","8-5",2069
"22757",-61.375,44.125,"Cetorhinus maximus","HAD","2-6",2101
"22758",-61.375,44.125,"Cetorhinus maximus","HAD","8-5",2066
"22759",-61.375,44.125,"Cetorhinus maximus","IPSL","2-6",2101
"22760",-61.375,44.125,"Cetorhinus maximus","IPSL","8-5",2066
"22761",-61.375,44.125,"Chionoecetes opilio","AWI","2-6",2081
"22762",-61.375,44.125,"Chionoecetes opilio","AWI","8-5",2046
"22763",-61.375,44.125,"Chionoecetes opilio","CNRM","2-6",2043
"22764",-61.375,44.125,"Chionoecetes opilio","CNRM","8-5",2068
"22765",-61.375,44.125,"Chionoecetes opilio","GFDL","8-5",2024
"22766",-61.375,44.125,"Chionoecetes opilio","HAD","2-6",2082
"22767",-61.375,44.125,"Chionoecetes opilio","HAD","8-5",2065
"22768",-61.375,44.125,"Chionoecetes opilio","IPSL","2-6",2034
"22769",-61.375,44.125,"Chionoecetes opilio","IPSL","8-5",2047
"22770",-61.375,44.125,"Eubalaena glacialis","AWI","2-6",2101
"22771",-61.375,44.125,"Eubalaena glacialis","AWI","8-5",2053
"22772",-61.375,44.125,"Eubalaena glacialis","CNRM","2-6",2101
"22773",-61.375,44.125,"Eubalaena glacialis","CNRM","8-5",2097
"22774",-61.375,44.125,"Eubalaena glacialis","GFDL","8-5",2092
"22775",-61.375,44.125,"Eubalaena glacialis","HAD","2-6",2101
"22776",-61.375,44.125,"Eubalaena glacialis","HAD","8-5",2090
"22777",-61.375,44.125,"Eubalaena glacialis","IPSL","2-6",2101
"22778",-61.375,44.125,"Eubalaena glacialis","IPSL","8-5",2097
"22779",-61.375,44.125,"Gadus morhua","AWI","2-6",2063
"22780",-61.375,44.125,"Gadus morhua","AWI","8-5",2015
"22781",-61.375,44.125,"Gadus morhua","CNRM","2-6",2096
"22782",-61.375,44.125,"Gadus morhua","CNRM","8-5",2024
"22783",-61.375,44.125,"Gadus morhua","GFDL","8-5",2075
"22784",-61.375,44.125,"Gadus morhua","HAD","2-6",2075
"22785",-61.375,44.125,"Gadus morhua","HAD","8-5",2024
"22786",-61.375,44.125,"Gadus morhua","IPSL","2-6",2100
"22787",-61.375,44.125,"Gadus morhua","IPSL","8-5",2100
"22788",-61.375,44.125,"Glyptocephalus cynoglossus","AWI","2-6",2088
"22789",-61.375,44.125,"Glyptocephalus cynoglossus","AWI","8-5",2062
"22790",-61.375,44.125,"Glyptocephalus cynoglossus","CNRM","2-6",2069
"22791",-61.375,44.125,"Glyptocephalus cynoglossus","CNRM","8-5",2062
"22792",-61.375,44.125,"Glyptocephalus cynoglossus","GFDL","8-5",2090
"22793",-61.375,44.125,"Glyptocephalus cynoglossus","HAD","2-6",2027
"22794",-61.375,44.125,"Glyptocephalus cynoglossus","HAD","8-5",2096
"22795",-61.375,44.125,"Glyptocephalus cynoglossus","IPSL","2-6",2023
"22796",-61.375,44.125,"Glyptocephalus cynoglossus","IPSL","8-5",2036
"22797",-61.375,44.125,"Hippoglossoides platessoides","AWI","2-6",2085
"22798",-61.375,44.125,"Hippoglossoides platessoides","AWI","8-5",2027
"22799",-61.375,44.125,"Hippoglossoides platessoides","CNRM","2-6",2034
"22800",-61.375,44.125,"Hippoglossoides platessoides","CNRM","8-5",2080
"22801",-61.375,44.125,"Hippoglossoides platessoides","GFDL","8-5",2015
"22802",-61.375,44.125,"Hippoglossoides platessoides","HAD","2-6",2062
"22803",-61.375,44.125,"Hippoglossoides platessoides","HAD","8-5",2082
"22804",-61.375,44.125,"Hippoglossoides platessoides","IPSL","2-6",2021
"22805",-61.375,44.125,"Hippoglossoides platessoides","IPSL","8-5",2049
"22806",-61.375,44.125,"Hippoglossus hippoglossus","AWI","2-6",2021
"22807",-61.375,44.125,"Hippoglossus hippoglossus","AWI","8-5",2015
"22808",-61.375,44.125,"Hippoglossus hippoglossus","CNRM","2-6",2024
"22809",-61.375,44.125,"Hippoglossus hippoglossus","CNRM","8-5",2037
"22810",-61.375,44.125,"Hippoglossus hippoglossus","GFDL","8-5",2022
"22811",-61.375,44.125,"Hippoglossus hippoglossus","HAD","2-6",2096
"22812",-61.375,44.125,"Hippoglossus hippoglossus","HAD","8-5",2016
"22813",-61.375,44.125,"Hippoglossus hippoglossus","IPSL","2-6",2084
"22814",-61.375,44.125,"Hippoglossus hippoglossus","IPSL","8-5",2015
"22815",-61.375,44.125,"Illex illecebrosus","AWI","2-6",2074
"22816",-61.375,44.125,"Illex illecebrosus","AWI","8-5",2097
"22817",-61.375,44.125,"Illex illecebrosus","CNRM","2-6",2019
"22818",-61.375,44.125,"Illex illecebrosus","CNRM","8-5",2026
"22819",-61.375,44.125,"Illex illecebrosus","GFDL","8-5",2020
"22820",-61.375,44.125,"Illex illecebrosus","HAD","2-6",2038
"22821",-61.375,44.125,"Illex illecebrosus","HAD","8-5",2018
"22822",-61.375,44.125,"Illex illecebrosus","IPSL","2-6",2038
"22823",-61.375,44.125,"Illex illecebrosus","IPSL","8-5",2026
"22824",-61.375,44.125,"Leucoraja erinacea","AWI","2-6",2100
"22825",-61.375,44.125,"Leucoraja erinacea","AWI","8-5",2063
"22826",-61.375,44.125,"Leucoraja erinacea","CNRM","2-6",2021
"22827",-61.375,44.125,"Leucoraja erinacea","CNRM","8-5",2023
"22828",-61.375,44.125,"Leucoraja erinacea","GFDL","8-5",2027
"22829",-61.375,44.125,"Leucoraja erinacea","HAD","2-6",2021
"22830",-61.375,44.125,"Leucoraja erinacea","HAD","8-5",2015
"22831",-61.375,44.125,"Leucoraja erinacea","IPSL","2-6",2018
"22832",-61.375,44.125,"Leucoraja erinacea","IPSL","8-5",2024
"22833",-61.375,44.125,"Leucoraja ocellata","AWI","2-6",2015
"22834",-61.375,44.125,"Leucoraja ocellata","AWI","8-5",2060
"22835",-61.375,44.125,"Leucoraja ocellata","CNRM","2-6",2088
"22836",-61.375,44.125,"Leucoraja ocellata","CNRM","8-5",2051
"22837",-61.375,44.125,"Leucoraja ocellata","GFDL","8-5",2069
"22838",-61.375,44.125,"Leucoraja ocellata","HAD","2-6",2049
"22839",-61.375,44.125,"Leucoraja ocellata","HAD","8-5",2034
"22840",-61.375,44.125,"Leucoraja ocellata","IPSL","2-6",2027
"22841",-61.375,44.125,"Leucoraja ocellata","IPSL","8-5",2026
"22842",-61.375,44.125,"Lophius americanus","AWI","2-6",2037
"22843",-61.375,44.125,"Lophius americanus","AWI","8-5",2061
"22844",-61.375,44.125,"Lophius americanus","CNRM","2-6",2015
"22845",-61.375,44.125,"Lophius americanus","CNRM","8-5",2036
"22846",-61.375,44.125,"Lophius americanus","GFDL","8-5",2024
"22847",-61.375,44.125,"Lophius americanus","HAD","2-6",2036
"22848",-61.375,44.125,"Lophius americanus","HAD","8-5",2027
"22849",-61.375,44.125,"Lophius americanus","IPSL","2-6",2015
"22850",-61.375,44.125,"Lophius americanus","IPSL","8-5",2015
"22851",-61.375,44.125,"Malacoraja senta","AWI","2-6",2028
"22852",-61.375,44.125,"Malacoraja senta","AWI","8-5",2032
"22853",-61.375,44.125,"Malacoraja senta","CNRM","2-6",2076
"22854",-61.375,44.125,"Malacoraja senta","CNRM","8-5",2083
"22855",-61.375,44.125,"Malacoraja senta","GFDL","8-5",2024
"22856",-61.375,44.125,"Malacoraja senta","HAD","2-6",2015
"22857",-61.375,44.125,"Malacoraja senta","HAD","8-5",2081
"22858",-61.375,44.125,"Malacoraja senta","IPSL","2-6",2055
"22859",-61.375,44.125,"Malacoraja senta","IPSL","8-5",2066
"22860",-61.375,44.125,"Melanogrammus aeglefinus","AWI","2-6",2038
"22861",-61.375,44.125,"Melanogrammus aeglefinus","AWI","8-5",2075
"22862",-61.375,44.125,"Melanogrammus aeglefinus","CNRM","2-6",2043
"22863",-61.375,44.125,"Melanogrammus aeglefinus","CNRM","8-5",2096
"22864",-61.375,44.125,"Melanogrammus aeglefinus","GFDL","8-5",2035
"22865",-61.375,44.125,"Melanogrammus aeglefinus","HAD","2-6",2079
"22866",-61.375,44.125,"Melanogrammus aeglefinus","HAD","8-5",2020
"22867",-61.375,44.125,"Melanogrammus aeglefinus","IPSL","2-6",2015
"22868",-61.375,44.125,"Melanogrammus aeglefinus","IPSL","8-5",2078
"22869",-61.375,44.125,"Pandalus borealis","AWI","2-6",2045
"22870",-61.375,44.125,"Pandalus borealis","AWI","8-5",2048
"22871",-61.375,44.125,"Pandalus borealis","CNRM","2-6",2077
"22872",-61.375,44.125,"Pandalus borealis","CNRM","8-5",2094
"22873",-61.375,44.125,"Pandalus borealis","GFDL","8-5",2029
"22874",-61.375,44.125,"Pandalus borealis","HAD","2-6",2100
"22875",-61.375,44.125,"Pandalus borealis","HAD","8-5",2100
"22876",-61.375,44.125,"Pandalus borealis","IPSL","2-6",2056
"22877",-61.375,44.125,"Pandalus borealis","IPSL","8-5",2060
"22878",-61.375,44.125,"Pollachius virens","AWI","2-6",2016
"22879",-61.375,44.125,"Pollachius virens","AWI","8-5",2069
"22880",-61.375,44.125,"Pollachius virens","CNRM","2-6",2038
"22881",-61.375,44.125,"Pollachius virens","CNRM","8-5",2046
"22882",-61.375,44.125,"Pollachius virens","GFDL","8-5",2080
"22883",-61.375,44.125,"Pollachius virens","HAD","2-6",2053
"22884",-61.375,44.125,"Pollachius virens","HAD","8-5",2100
"22885",-61.375,44.125,"Pollachius virens","IPSL","2-6",2032
"22886",-61.375,44.125,"Pollachius virens","IPSL","8-5",2098
"22887",-61.375,44.125,"Sebastes fasciatus","AWI","2-6",2075
"22888",-61.375,44.125,"Sebastes fasciatus","AWI","8-5",2098
"22889",-61.375,44.125,"Sebastes fasciatus","CNRM","2-6",2084
"22890",-61.375,44.125,"Sebastes fasciatus","CNRM","8-5",2077
"22891",-61.375,44.125,"Sebastes fasciatus","GFDL","8-5",2019
"22892",-61.375,44.125,"Sebastes fasciatus","HAD","2-6",2100
"22893",-61.375,44.125,"Sebastes fasciatus","HAD","8-5",2058
"22894",-61.375,44.125,"Sebastes fasciatus","IPSL","2-6",2072
"22895",-61.375,44.125,"Sebastes fasciatus","IPSL","8-5",2096
"22896",-61.375,44.125,"Squalus acanthias","AWI","2-6",2020
"22897",-61.375,44.125,"Squalus acanthias","AWI","8-5",2020
"22898",-61.375,44.125,"Squalus acanthias","CNRM","2-6",2038
"22899",-61.375,44.125,"Squalus acanthias","CNRM","8-5",2053
"22900",-61.375,44.125,"Squalus acanthias","GFDL","8-5",2040
"22901",-61.375,44.125,"Squalus acanthias","HAD","2-6",2044
