"","mod","climate_proj","year","mean.temp","temp.sd"
"457","IPSL","2-6",2041,9.60868334919396,5.88701647204193
"458","IPSL","2-6",2042,9.56015747237111,6.4083862570772
"459","IPSL","2-6",2043,8.92382966299405,5.95699963240401
"460","IPSL","2-6",2044,10.1116991966389,5.94721970252044
"461","IPSL","2-6",2045,9.52857425626187,5.99738028480689
"462","IPSL","2-6",2046,9.44111051425166,5.63141894283141
"463","IPSL","2-6",2047,9.06473945956247,5.96067792865203
"464","IPSL","2-6",2048,9.85091891250987,5.49999442790027
"465","IPSL","2-6",2049,10.4812347075035,6.16758250416299
"466","IPSL","2-6",2050,9.93521806240151,5.3805196657252
"467","IPSL","2-6",2051,9.74677138306868,5.67087833500066
"468","IPSL","2-6",2052,10.4456420262048,6.20648636045315
"469","IPSL","2-6",2053,10.0647275799827,6.00885905716166
"470","IPSL","2-6",2054,9.46686212384454,5.91696084705604
"471","IPSL","2-6",2055,9.72627353656217,6.06754784348627
"472","IPSL","2-6",2056,10.5284035952508,5.92147172311346
"473","IPSL","2-6",2057,10.5242116049818,5.59569030942632
"474","IPSL","2-6",2058,10.0820147077809,6.03867110939285
"475","IPSL","2-6",2059,9.96999300431961,5.43907538115704
"476","IPSL","2-6",2060,9.66038553064766,5.93216977494331
"477","IPSL","2-6",2061,10.2299449852551,5.73860588987983
"478","IPSL","2-6",2062,9.95024246001999,5.47315317853298
"479","IPSL","2-6",2063,10.8121700834789,5.46386094340646
"480","IPSL","2-6",2064,10.632713119573,6.03299897342379
"481","IPSL","2-6",2065,10.0771929785069,5.68754567158435
"482","IPSL","2-6",2066,10.1593803792179,6.00600074941926
"483","IPSL","2-6",2067,10.4662405114925,5.27871973216516
"484","IPSL","2-6",2068,9.52483073948655,5.39943274214755
"485","IPSL","2-6",2069,11.4433214845945,5.81506172941358
"486","IPSL","2-6",2070,10.1324299443509,5.51224645068652
"487","IPSL","2-6",2071,10.4364668578332,5.76754237330138
"488","IPSL","2-6",2072,10.0947882462858,5.37752250288464
"489","IPSL","2-6",2073,10.3656555762297,5.99168887834058
"490","IPSL","2-6",2074,10.5487179062804,5.1813583370803
"491","IPSL","2-6",2075,10.1022653974772,6.07266174933474
"492","IPSL","2-6",2076,9.7521318092563,5.49136905930072
"493","IPSL","2-6",2077,10.4225106986066,5.44165761341436
"494","IPSL","2-6",2078,10.4548053591689,5.48126821298638
"495","IPSL","2-6",2079,10.2169768494908,6.01103875698027
"496","IPSL","2-6",2080,9.40781828243189,5.519354050095
"497","IPSL","2-6",2081,9.7066436061723,5.42042861117388
"498","IPSL","2-6",2082,10.0737163177544,5.21948323492552
"499","IPSL","2-6",2083,10.1788370866698,5.4444800661802
"500","IPSL","2-6",2084,9.39221756179908,5.83521948988951
"501","IPSL","2-6",2085,10.8491514691598,5.93446927700325
"502","IPSL","2-6",2086,10.7817355387964,5.53961259485961
"503","IPSL","2-6",2087,9.75647657437224,6.10532713856565
"504","IPSL","2-6",2088,10.3127374706981,5.93694871748054
"505","IPSL","2-6",2089,10.4362232508633,5.86417161060637
"506","IPSL","2-6",2090,9.87821555325568,5.65264860056133
"507","IPSL","2-6",2091,9.88722010033912,5.80121713590087
"508","IPSL","2-6",2092,9.8292059420445,6.18960862422381
"509","IPSL","2-6",2093,10.1495972523634,5.62964179260261
"510","IPSL","2-6",2094,10.2725414685858,5.87655307332841
"511","IPSL","2-6",2095,10.9838071773815,5.37640778822935
"512","IPSL","2-6",2096,9.82531538226888,5.30668916186123
"513","IPSL","2-6",2097,10.3722202666634,6.15477462860266
"514","IPSL","2-6",2098,9.85228634948486,5.62564797703578
"515","IPSL","2-6",2099,10.7996770453017,5.85927085781687
"516","IPSL","2-6",2100,10.2527847227222,5.83664067413828
"517","IPSL","8-5",2015,9.20811310024307,5.74918761685835
"518","IPSL","8-5",2016,9.70352120090556,5.24400931169395
"519","IPSL","8-5",2017,8.65701514493004,5.91804632993949
"520","IPSL","8-5",2018,7.80768780566677,5.51532118981366
"521","IPSL","8-5",2019,8.75955433480147,5.76893621846033
"522","IPSL","8-5",2020,9.2267163004006,5.13126042490937
"523","IPSL","8-5",2021,8.86215244663412,5.22197298703689
"524","IPSL","8-5",2022,8.62053284486918,5.54747996361252
"525","IPSL","8-5",2023,9.93978904209028,5.71783062548039
"526","IPSL","8-5",2024,9.86232170846921,5.48967850462326
"527","IPSL","8-5",2025,9.31836683756756,5.16649036827327
"528","IPSL","8-5",2026,9.55920782966723,5.8409595891635
"529","IPSL","8-5",2027,9.73874274166215,5.77167094378232
"530","IPSL","8-5",2028,9.60719784084147,5.24627428827157
"531","IPSL","8-5",2029,9.56353272052539,5.58778803223171
"532","IPSL","8-5",2030,9.38800701363285,5.53569691216957
"533","IPSL","8-5",2031,9.09563649379909,5.10795943492662
"534","IPSL","8-5",2032,8.99980985422909,4.92085760604534
"535","IPSL","8-5",2033,9.26938499970909,6.05885937450667
"536","IPSL","8-5",2034,9.7300887467954,5.63912678275899
"537","IPSL","8-5",2035,9.38383523628031,6.0637651985488
"538","IPSL","8-5",2036,9.86792372707456,5.77692356827982
"539","IPSL","8-5",2037,9.44941286551866,5.62393642798088
"540","IPSL","8-5",2038,9.36617666151344,5.60065582653163
"541","IPSL","8-5",2039,10.098576712058,6.07716864799796
"542","IPSL","8-5",2040,10.0898697129883,5.93867892278071
"543","IPSL","8-5",2041,9.40832093592076,5.93981269365778
"544","IPSL","8-5",2042,9.99487851341763,5.82935864082076
"545","IPSL","8-5",2043,10.8684372417319,5.94126193327478
"546","IPSL","8-5",2044,10.0254747555612,5.51178678196051
"547","IPSL","8-5",2045,9.9596165358292,5.63861258301621
"548","IPSL","8-5",2046,9.75255589974828,5.77628060524938
"549","IPSL","8-5",2047,10.7236694243285,6.1984643317677
"550","IPSL","8-5",2048,11.6443370993966,5.32112775415825
"551","IPSL","8-5",2049,10.95880702448,5.74676768922184
"552","IPSL","8-5",2050,10.8111024213206,5.5901031343584
"553","IPSL","8-5",2051,10.6008185472143,5.86827553529507
"554","IPSL","8-5",2052,10.1091394398233,5.60253689697242
"555","IPSL","8-5",2053,10.7458674080316,6.15794788624233
"556","IPSL","8-5",2054,10.0179348649095,5.32360330491941
"557","IPSL","8-5",2055,11.1135854936606,5.67803401890007
"558","IPSL","8-5",2056,11.4672921854247,6.01634142659328
"559","IPSL","8-5",2057,9.7999910505937,5.88879164953615
"560","IPSL","8-5",2058,10.8155439586106,5.68775445403959
"561","IPSL","8-5",2059,10.9268423248701,5.98245327604852
"562","IPSL","8-5",2060,10.3379602678707,5.97660454567661
"563","IPSL","8-5",2061,11.0053876262544,6.4992266656195
"564","IPSL","8-5",2062,12.0025531834821,5.74074193632723
"565","IPSL","8-5",2063,10.8746152752443,5.76566880767883
"566","IPSL","8-5",2064,11.3912397805013,6.20617266312094
"567","IPSL","8-5",2065,11.4501763493064,5.79573696709224
"568","IPSL","8-5",2066,11.582652081425,6.31928910917995
"569","IPSL","8-5",2067,11.083215885092,5.81989165749831
"570","IPSL","8-5",2068,11.0060747600243,6.03557669157708
"571","IPSL","8-5",2069,10.935768666844,5.87953745060348
"572","IPSL","8-5",2070,11.9949208831407,6.40728334317699
"573","IPSL","8-5",2071,12.1112155484621,6.57681042867853
"574","IPSL","8-5",2072,11.1585233104457,6.27722274910723
"575","IPSL","8-5",2073,11.7783563786627,6.26365953310004
"576","IPSL","8-5",2074,12.2769190071439,5.89623714510891
"577","IPSL","8-5",2075,12.3038353224076,6.0848435953819
"578","IPSL","8-5",2076,12.2638491047251,6.12678623644736
"579","IPSL","8-5",2077,12.5699954109952,6.38893131400815
"580","IPSL","8-5",2078,12.8273111140716,6.09891946303839
"581","IPSL","8-5",2079,12.6074546310123,6.14559787324726
"582","IPSL","8-5",2080,13.231524055258,5.91000368757893
"583","IPSL","8-5",2081,11.9861039935976,5.63154844935079
"584","IPSL","8-5",2082,12.7168672231628,5.57952718522576
"585","IPSL","8-5",2083,12.7485356617307,6.1700926649073
"586","IPSL","8-5",2084,12.9292707124436,6.47275113422272
"587","IPSL","8-5",2085,13.6321616857979,6.44732550923069
"588","IPSL","8-5",2086,14.7797358353629,6.21161706549663
"589","IPSL","8-5",2087,12.9780382946129,6.31141821098461
"590","IPSL","8-5",2088,13.1603662454811,6.06195623066133
"591","IPSL","8-5",2089,13.9557101713904,6.39388272545694
"592","IPSL","8-5",2090,13.2733728860298,6.09748710744563
"593","IPSL","8-5",2091,12.9462686681665,5.85909757816699
"594","IPSL","8-5",2092,13.5657042336293,6.27868523016763
"595","IPSL","8-5",2093,13.9760192800164,5.90620784658384
"596","IPSL","8-5",2094,14.0919095958875,6.6657968483444
"597","IPSL","8-5",2095,13.8329835225519,6.18028374400321
"598","IPSL","8-5",2096,14.356474631248,6.10088517998606
"599","IPSL","8-5",2097,14.0646053796469,6.43507819572857
"600","IPSL","8-5",2098,14.2106124391312,6.61726197386155
"601","IPSL","8-5",2099,13.2658747154052,6.17952595239236
"602","IPSL","8-5",2100,13.4577739509993,6.35612128678026
